laptop_id|name|rating|price,,,,,,
13|Lenovo Yoga 7i Ryzen 7 Octa Core R7-5800U 5th Gen - (16 GB/512 GB SSD/Windows 10 Home) 14ITL5 2 in 1 Laptop  (14 inch, Slate Grey, 1.43 kg, With MS Office)|0.0|Rs 99,219,,
14|ASUS Ryzen 7 Dual Core 7th Gen - (16 GB/512 GB HDD/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX3050- 4GB) FA506IC-HN075W Gaming Laptop  (15.6 inch, Black)|0.0|Rs 82,980,,,,
15|ASUS Ryzen 3 Quad Core 3rd Gen - (8 GB/256 GB SSD/Windows 11 Home) M515DA-BR322WS Laptop  (15.6 inch, Silver, With MS Office)|4.7|Rs 36,949,,,
16|DELL Inspiron 3511 Core i3 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) 3511 Laptop  (15.6 inch, Black, 1.83 kg, With MS Office)|0.0|Rs 48,990,,
17|ASUS ROG Flow X13 (2021) Ryzen 9 Octa Core Ryzen 9 5900HS 5th Gen - (32 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650/120 Hz) GV301QH-K6461TS 2 in 1 Gaming Laptop  (13.4 Inch, Black, 1.3 KG, With MS Office)|0.0|Rs 1,29,990,
18|MSI GP66 Leopard Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce RTX 3070/240 Hz) GP66 Leopard 11UG Gaming Laptop  (15.6 inches, Black, 2.9 kg)|0.0|Rs 1,58,270,,
19|ASUS Vivobook 15 OLED Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) K513EA-L301WS Laptop  (15.6 inch, Hearty Gold, 1.80 kg kg, With MS Office)|0.0|Rs 47,990,,
20|realme Book Prime Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) CloudPro002 Thin and Light Laptop  (14 inch, Grey, 1.37 kg, With MS Office)|4.3|Rs 64,990,,
21|realme Book Prime Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) CloudPro002 Thin and Light Laptop  (14 inch, Green, 1.37 kg, With MS Office)|4.3|Rs 64,990,,
22|realme Book Prime Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) CloudPro002 Thin and Light Laptop  (14 inch, Blue, 1.37 kg, With MS Office)|4.3|Rs 64,990,,
23|DELL G15 Core i7 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050 Ti/165 Hz) G15-5511 SE Gaming Laptop  (15.6 inch, Obsidian Black, 2.65 kg, With MS Office)|0.0|Rs 1,3,990,
24|DELL Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/120 Hz) G15-5515 Gaming Laptop  (15.6 inch, Grey, 2.57 kg, With MS Office)|4.5|Rs 69,490,,
25|Avita SATUS Celeron Dual Core - (4 GB/128 GB SSD/Windows 11 Home) NU14A1INC43PN-MB Laptop  (14.1 Inch, Matt Black)|4.4|Rs 21,990,,,,
26|ASUS Vivobook S14 OLED (2022) Intel EVO Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) S3402ZA-KM501WS Thin and Light Laptop  (14 Inch, Neutral Grey, 1.50 Kg, With MS Office)|4.6|Rs 74,990,,
27|ASUS Vivobook S14 OLED (2022) Intel EVO Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) S3402ZA-KM702WS Thin and Light Laptop  (14 inch, Indie Black, 1.50 kg, With MS Office)|0.0|Rs 94,990,,
28|ASUS Zenbook 14 OLED (2022) Intel EVO Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) UX3402ZA-KM531WS Thin and Light Laptop  (14 inch, Ponder Blue, 1.39 kg, With MS Office)|0.0|Rs 89,990,,
29|ASUS Zenbook 14X (2022) Space edition Intel EVO Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home) UX5401ZAS-KN711WS Thin and Light Laptop  (14 inch, Titanium, 1.40 kg, With MS Office)|0.0|Rs 1,34,990,
30|ASUS Vivobook S14 OLED (2022) Intel EVO Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) S3402ZA-KM502WS Thin and Light Laptop  (14 Inch, Indie Black, 1.50 Kg, With MS Office)|4.6|Rs 74,990,,
31|ASUS Zenbook 14 OLED (2022) Intel EVO Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) UX3402ZA-KM731WS Thin and Light Laptop  (14 inch, Ponder Blue, 1.39 kg, With MS Office)|0.0|Rs 1,4,990,
32|ASUS Vivobook S14 OLED (2022) Intel EVO Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) S3402ZA-KM701WS Thin and Light Laptop  (14 Inch, Neutral Grey, 1.50 Kg, With MS Office)|0.0|Rs 94,990,,
33|ASUS Zenbook 14X (2022) Space edition Intel EVO Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) UX5401ZAS-KN521WS Thin and Light Laptop  (14 inch, Titanium, 1.40 kg, With MS Office)|0.0|Rs 1,14,990,
34|DELL Vostro 3405 Ryzen 5 Quad Core 3450U - (8 GB/256 GB SSD/Windows 11 Home) Vostro 3405 Thin and Light Laptop  (14 inch, Dune, 1.59 kg, With MS Office)|0.0|Rs 42,990,,
35|ASUS Ryzen 7 Hexa Core 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 3050 rts) FA506IC-HN005T Gaming Laptop  (15.6 inch, Graphite Black)|0.0|Rs 80,500,,,,
36|ASUS Ryzen 9 Octa Core 10th Gen - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX RTX3060-6GB) FA506QM-HN124W Gaming Laptop  (16.6 inch, Graphite Black)|0.0|Rs 1,6,990,,,
37|ASUS Core i5 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) X515JA-BQ511WS Thin and Light Laptop  (15.6 inch, Transparent Silver, With MS Office)|0.0|Rs 43,430,,,
38|ASUS Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) K513EA-L501TS Laptop  (15.6 inch, Hearty Gold, With MS Office)|0.0|Rs 65,990,,,
39|ASUS Ryzen 7 Quad Core 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX GTX 1650 4GB Graphics) G713IH-HX020T Gaming Laptop  (17.3 inch, Gray)|0.0|Rs 82,449,,,,
40|ASUS Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) K413EA-EB522WS Thin and Light Laptop  (14 inch, Indie Black, 1.40 kg, With MS Office)|0.0|Rs 60,990,,
41|ASUS VivoBook 15 (2021) Core i5 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515JA-BQ521WS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)|5.0|Rs 47,990,,
42|DELL G15 Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060) G15-5521 SE Gaming Laptop  (15.6 Inch, Obsidian Black, 2.57 kg, With MS Office)|0.0|Rs 1,38,990,
43|DELL G15 Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) G15-5520 Gaming Laptop  (15.6 Inch, Dark Shadow Grey, 2.57 kg, With MS Office)|0.0|Rs 87,990,,
44|DELL G15 Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060) G15-5520 Gaming Laptop  (15.6 Inch, Dark Shadow Grey, 2.57 kg, With MS Office)|0.0|Rs 1,27,990,
45|ASUS Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) X515EA-BR312TS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)|0.0|Rs 36,990,,
46|DELL Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) G15-5511 Gaming Laptop  (15.6 inch, Dark Shadow Grey, 2.65 kg, With MS Office)|0.0|Rs 74,490,,
47|DELL G15 Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050 Ti) G15-5521 SE Gaming Laptop  (15.6 Inch, Obsidian Black, 2.57 kg, With MS Office)|0.0|Rs 1,17,490,
48|DELL G15 Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050 Ti) G15-5520 Gaming Laptop  (15.6 Inch, Dark Shadow Grey, 2.57 kg, With MS Office)|0.0|Rs 1,4,990,
49|DELL Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) G15-5511 Gaming Laptop  (15.6 inch, Dark Shadow Grey, 2.65 kg, With MS Office)|0.0|Rs 69,490,,
50|acer Aspire 5 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) A515-56 Thin and Light Laptop  (15.6 Inch, Pure Silver, 1.65 kg, With MS Office)|4.3|Rs 49,990,,
51|ASUS VivoBook Ultra K15 OLED Core i3 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) K513EA-L322WS Thin and Light Laptop  (15.6 inch, Indie Black, 1.80 kg, With MS Office)|0.0|Rs 50,990,,
52|ASUS VivoBook 15 Core i3 10th Gen - (8 GB/1 TB HDD/Windows 11 Home) X515JA-BQ302W Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 kg)|3.8|Rs 30,990,,,
53|ASUS Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) K513EA-L513WS Laptop  (15.6 inch, Silver, With MS Office)|0.0|Rs 67,949,,,
54|HP Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/2 GB Graphics) 15s-du3519TX Thin and Light Laptop  (15.6 Inch, Natural Silver, 1.75 Kg, With MS Office)|0.0|Rs 64,990,,
55|HP Pavilion Ryzen 7 Octa Core 5825U - (16 GB/512 GB SSD/Windows 11 Home) 14-EC1008AU Thin and Light Laptop  (14 inch, Natural Silver, 1.41 kg, With MS Office)|0.0|Rs 71,999,,
56|HP Pavilion Ryzen 5 Hexa Core 5625U - (16 GB/512 GB SSD/Windows 11 Home) 14-EC1019AU Thin and Light Laptop  (14 inch, Natural Silver, 1.41 kg, With MS Office)|0.0|Rs 62,900,,
57|ASUS Core i5 11th Gen - (8 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX RTX3050-4G) FX516PCZ-HN090T Gaming Laptop  (15.6 inch, White)|0.0|Rs 78,900,,,,
58|acer Celeron Dual Core - (4 GB/256 GB SSD/Windows 11 Home) TMB311-31 Notebook  (11.6 Inch, Black, 1.4 Kg)|0.0|Rs 24,990,,,
59|acer Celeron Dual Core - (4 GB/128 GB SSD/Windows 11 Home) TMB311-31 Notebook  (11.6 Inch, Black, 1.4 Kg)|0.0|Rs 23,990,,,
60|acer Nitro 5 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650) AN515-57 Gaming Laptop  (15.6 inch, Shale Black, 2.2 kg)|0.0|Rs 64,990,,,
61|ASUS VivoBook 14 (2021) Celeron Dual Core - (4 GB/256 GB SSD/Windows 11 Home) X415MA-BV011W Thin and Light Laptop  (14 inch, Transparent Silver, 1.60 kg)|4.1|Rs 25,990,,,
62|acer Aspire 3 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) A315-58 Thin and Light Laptop  (15.6 Inch, Pure Silver, 1.7 kg, With MS Office)|0.0|Rs 49,890,,
63|acer Nitro 5 Core i7 12th Gen - (16 GB/1 TB HDD/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050 Ti) AN515-58 Gaming Laptop  (15.6 inch, Shale Black, 2.6 kg)|0.0|Rs 1,9,990,,
64|HP Pavilion Gaming Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 3050 Ti) 15-EC2048AX Gaming Laptop  (15.6 Inch, Shadow Black, 1.98 Kg, With MS Office)|0.0|Rs 78,190,,
65|HP OMEN Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics) 16-B1351TX Laptop  (16.1 inch, Shadow Black, 2.32 kg, With MS Office)|0.0|Rs 1,29,980,
66|Lenovo THINKBOOK 15 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) THINKBOOK 15 Notebook  (15.6 inch, Minral Grey, 1.9 kg)|0.0|Rs 53,990,,,
67|ASUS Ryzen 5 Quad Core 3rd Gen - (8 GB/512 GB SSD/Windows 11 Home) M515DA-BQ512WS Thin and Light Laptop  (15.6 inch, Transparent Silver, With MS Office)|0.0|Rs 44,900,,,
68|DELL Inspiron Pentium Quad Core - (8 GB/256 GB SSD/Windows 11 Home) Inspiron 3521 Thin and Light Laptop  (15.6 inch, Platinum Silver, 1.8 kg, With MS Office)|0.0|Rs 36,890,,
69|ASUS Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) K513EA-L501WS Laptop  (15.6 inch, Hearty GOLD, With MS Office)|0.0|Rs 66,500,,,
70|ASUS Ryzen 7 Quad Core 10th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/AMD Radeon RTX3050- 4GB) G513IC-HN023WS Gaming Laptop  (15.6 inch, Gray, With MS Office)|0.0|Rs 89,590,,,
71|DELL Vostro 5000 Series Ryzen 5 Quad Core Ryzen 5-5625U - (16 GB/512 GB SSD/Windows 10 Home) Vostro 5625 Thin and Light Laptop  (16 inch, Titan Grey, 1.9 kg, With MS Office)|0.0|Rs 68,900,,
72|DELL G15 Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10/4 GB Graphics/NVIDIA GeForce RTX 3050Ti) G15-5511 Gaming Laptop  (15.6 Inch, Dark Shadow Grey, 2.4 kg, With MS Office)|0.0|Rs 92,490,,
73|ASUS TUF Gaming F15 Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050 Ti) FX577ZE-HN056W Gaming Laptop  (15.6 inch, Jaeger Gray, 2.20 kg)|0.0|Rs 1,16,990,,
149|HP Core i3 11th Gen - (8 GB/1 TB HDD/Windows 11 Home) 250 G8 Laptop  (15.6 inch, Dark Ash)|0.0|Rs 40,699,,,,
74|ASUS ROG Strix SCAR 17 Core i9 12th Gen - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 3070 Ti) G733ZW-LL139WS Gaming Laptop  (17.3 inch, Off Black, 2.90 kg, With MS Office)|5.0|Rs 2,34,990,
75|ASUS ROG Strix SCAR 15 Core i9 12th Gen - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 3070 Ti) G533ZW-LN136WS Gaming Laptop  (15.6 inch, Off Black, 2.30 kg, With MS Office)|0.0|Rs 2,29,990,
76|HP Victus Ryzen 7 Octa Core 5800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) 16-e0351AX Gaming Laptop  (16.1 inch, Mica Silver, 2.48 kg, With MS Office)|0.0|Rs 1,4,91,
77|Lenovo IdeaPad Gaming 3i Ryzen 7 Octa Core R7-5800H 5th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) 15ACH6 Gaming Laptop  (15.6 inch, Shadow Black, 2.25 kg, With MS Office)|0.0|Rs 87,717,,
78|Lenovo Yoga Slim 7 Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) 82A300MBIN Thin and Light Laptop  (14 inch, Slate Grey, With MS Office)|0.0|Rs 75,990,,,
79|Lenovo Yoga Slim 7 Core i7 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14ITL05 Thin and Light Laptop  (14 inch, Slate Grey, 1.36 kg, With MS Office)|0.0|Rs 78,395,,
80|Lenovo Lenovo V15 Celeron Dual Core - (4 GB/256 GB SSD/Windows 10) 82C30053IH Thin and Light Laptop  (15.6 inch, Iron Grey)|3.0|Rs 29,290,,,,
81|Lenovo Yoga 6 Ryzen 7 Octa Core R7-5700U 5th Gen - (16 GB/1 TB SSD/Windows 11 Home) 13ALC6 2 in 1 Laptop  (13.3 inch, Abyss Blue, 1.31 kg, With MS Office)|0.0|Rs 91,308,,
82|ASUS TUF Gaming F15 Core i5 10th Gen - (8 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650/144 Hz) FX506LH-HN310W Gaming Laptop  (15.6 inch, Black, 2.30 kg)|4.7|Rs 64,990,,,
83|DELL Inspiron Pentium Silver - (8 GB/256 GB SSD/Windows 11 Home) Inspiron 3521 Notebook  (15.6 Inch, Carbon Black, 1.61 Kg, With MS Office)|4.0|Rs 32,999,,
84|DELL Inspiron Athlon Dual Core 3050U - (8 GB/256 GB SSD/Windows 11 Home) Inspiron 3525 Notebook  (15.6 Inch, Carbon Black, 1.68 Kg, With MS Office)|4.2|Rs 30,990,,
85|DELL Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) XPS 9305 Thin and Light Laptop  (13.4 inch, Platinum Silver, 1.16 kg, With MS Office)|0.0|Rs 1,49,645,
86|Lenovo Yoga 7i Ryzen 7 Octa Core R7-5800U 5th Gen - (16 GB/512 GB SSD/Windows 10 Home) 14ITL5 2 in 1 Laptop  (14 inch, Slate Grey, 1.43 kg, With MS Office)|0.0|Rs 99,219,,
87|ASUS Ryzen 7 Dual Core 7th Gen - (16 GB/512 GB HDD/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX3050- 4GB) FA506IC-HN075W Gaming Laptop  (15.6 inch, Black)|0.0|Rs 82,980,,,,
88|ASUS Ryzen 3 Quad Core 3rd Gen - (8 GB/256 GB SSD/Windows 11 Home) M515DA-BR322WS Laptop  (15.6 inch, Silver, With MS Office)|4.7|Rs 36,949,,,
89|ASUS ROG Flow X13 (2021) Ryzen 9 Octa Core Ryzen 9 5900HS 5th Gen - (32 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650/120 Hz) GV301QH-K6461TS 2 in 1 Gaming Laptop  (13.4 Inch, Black, 1.3 KG, With MS Office)|0.0|Rs 1,29,990,
90|MSI GP66 Leopard Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce RTX 3070/240 Hz) GP66 Leopard 11UG Gaming Laptop  (15.6 inches, Black, 2.9 kg)|0.0|Rs 1,58,270,,
91|ASUS Vivobook 15 OLED Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) K513EA-L301WS Laptop  (15.6 inch, Hearty Gold, 1.80 kg kg, With MS Office)|0.0|Rs 47,990,,
92|realme Book Prime Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) CloudPro002 Thin and Light Laptop  (14 inch, Grey, 1.37 kg, With MS Office)|4.3|Rs 64,990,,
93|realme Book Prime Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) CloudPro002 Thin and Light Laptop  (14 inch, Green, 1.37 kg, With MS Office)|4.3|Rs 64,990,,
94|realme Book Prime Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) CloudPro002 Thin and Light Laptop  (14 inch, Blue, 1.37 kg, With MS Office)|4.3|Rs 64,990,,
95|DELL G15 Core i7 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050 Ti/165 Hz) G15-5511 SE Gaming Laptop  (15.6 inch, Obsidian Black, 2.65 kg, With MS Office)|0.0|Rs 1,3,990,
96|DELL Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/120 Hz) G15-5515 Gaming Laptop  (15.6 inch, Grey, 2.57 kg, With MS Office)|4.5|Rs 69,490,,
97|Avita SATUS Celeron Dual Core - (4 GB/128 GB SSD/Windows 11 Home) NU14A1INC43PN-MB Laptop  (14.1 Inch, Matt Black)|4.4|Rs 21,990,,,,
98|DELL Ryzen 7 Octa Core 5800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/120 Hz) G15-5515 Gaming Laptop  (15.6 inch, Grey, 2.57 kg, With MS Office)|0.0|Rs 90,290,,
99|HP Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq2627TU Thin and Light Laptop  (15.6 Inch, Jet Black, 1.69 Kg, With MS Office)|4.2|Rs 40,990,,
100|DELL Ryzen 5 Hexa Core 5600H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/120 Hz) G15-5515 Gaming Laptop  (15.6 inch, Grey, 2.57 kg, With MS Office)|4.7|Rs 73,990,,
101|ASUS VivoBook 14 (2021) Ryzen 5 Quad Core 3500U - (8 GB/512 GB SSD/Windows 11 Home) M415DA-EB712WS Thin and Light Laptop  (14 inch, Transparent Silver, 1.60 kg, With MS Office)|4.7|Rs 44,990,,
102|ASUS VivoBook Flip 14 Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) TP470EA-EC302WS 2 in 1 Laptop  (14 Inch, Indie Black, 1.50 kg, With MS Office)|0.0|Rs 49,990,,
103|ASUS VivoBook 15 (2021) Core i5 10th Gen - (8 GB/1 TB HDD/Windows 11 Home) X515JA-BQ501W Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 kg)|3.1|Rs 42,990,,,
104|ASUS Celeron Dual Core - (4 GB/128 GB SSD/Windows 11 Home) BR1100CKA-GJ0722W Laptop  (11.6 Inch, Star Grey, 1.26 Kg)|0.0|Rs 24,999,,,
105|ASUS Celeron Dual Core - (4 GB/128 GB SSD/Windows 11 Home) BR1100FKA-BP1104W Laptop  (11.6 Inch, Star Grey, 1.40 Kg)|4.0|Rs 29,990,,,
106|ASUS VivoBook K15 OLED Ryzen 7 Octa Core 5700U - (16 GB/512 GB SSD/Windows 11 Home) KM513UA-L711WS Thin and Light Laptop  (15.6 Inch, Hearty Gold, 1.80 Kg, With MS Office)|4.4|Rs 64,990,,
107|ASUS VivoBook Flip 14 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) TP470EA-EC512WS 2 in 1 Laptop  (14 Inch, Indie Black, 1.50 Kg, With MS Office)|0.0|Rs 63,990,,
108|ASUS VivoBook K15 OLED Ryzen 7 Octa Core 5700U - (16 GB/512 GB SSD/Windows 11 Home) KM513UA-L713WS Thin and Light Laptop  (15.6 Inch, Transparent Silver, 1.80 Kg, With MS Office)|4.4|Rs 64,990,,
109|ASUS VivoBook 15 (2022) Celeron Quad Core - (4 GB/256 GB SSD/Windows 11 Home) X515MA-BR011W Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 kg)|4.0|Rs 26,990,,,
110|ASUS VivoBook Flip 14 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) TP470EA-EC312WS 2 in 1 Laptop  (14 Inch, Indie Black, 1.50 kg, With MS Office)|0.0|Rs 52,990,,
111|ASUS VivoBook 15 (2021) Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515JA-BQ322WS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)|0.0|Rs 38,990,,
112|ASUS VivoBook 14 (2021) Ryzen 7 Quad Core 3700U - (16 GB/512 GB SSD/Windows 11 Home) M415DA-EB512WS Thin and Light Laptop  (14 inch, Transparent Silver, 1.60 kg, With MS Office)|4.7|Rs 52,990,,
113|ASUS VivoBook 15 (2021) Core i3 11th Gen - (8 GB/1 TB HDD/Windows 11 Home) X515EA-BR391W Thin and Light Laptop  (15.6 inch, Slate Grey, 1.80 kg)|4.2|Rs 34,990,,,
114|ASUS VivoBook 15 (2021) Core i3 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) X515EA-EJ332WS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)|4.2|Rs 40,990,,
115|HP Pavilion Ryzen 5 Hexa Core 5625U - (8 GB/512 GB SSD/Windows 11 Home) 15-eh2024AU Thin and Light Laptop  (15.6 Inch, Natural Silver, 1.75 Kg, With MS Office)|0.0|Rs 61,990,,
116|HP Envy Core i9 11th Gen - (32 GB/1 TB SSD/Windows 11 Pro/6 GB Graphics) 15-ep1087TX Laptop  (15.6 inch, Natural Silver, 2.14 kg, With MS Office)|0.0|Rs 2,8,190,
